Port/Protocol Combination Counts: 

port,protocol,count
35194,udp,1
402,tcp,8
49560,tcp,1
630,tcp,5
444,tcp,14
29672,icmp,1
4779,udp,1
32852,icmp,1
7834,udp,1
60301,udp,1
600,tcp,6
35171,icmp,1
63572,icmp,1
55099,udp,1
25795,tcp,1
26483,udp,1
35225,icmp,1
6274,icmp,1
18763,tcp,1
61818,icmp,1
64812,tcp,1
12500,icmp,1
40305,udp,1
49580,icmp,1
3025,tcp,1
8045,tcp,1
64682,icmp,1
11602,icmp,2
37244,udp,1
24182,tcp,1
32538,udp,1
48743,icmp,1
34505,icmp,1
28907,tcp,1
10628,icmp,3
62080,tcp,1
56208,tcp,1
36573,icmp,1
2776,tcp,1
24063,udp,1
8449,icmp,1
27674,udp,1
807,icmp,4
43206,udp,1
22223,udp,1
5743,tcp,1
17768,udp,1
29390,tcp,1
5825,udp,1
61010,udp,1
21007,icmp,2
57740,udp,1
17037,icmp,1
44163,icmp,1
30174,udp,1
7544,icmp,1
59714,icmp,2
35399,icmp,1
65521,icmp,2
38006,tcp,1
48039,udp,1
5816,tcp,1
63777,tcp,1
32310,tcp,1
46392,icmp,1
21046,tcp,1
23007,udp,1
4578,tcp,1
4628,tcp,1
8270,udp,1
18801,udp,1
45770,tcp,1
35911,udp,1
15346,udp,2
28017,icmp,1
3682,tcp,1
4505,icmp,1
20624,udp,1
19850,icmp,1
17715,icmp,2
63491,udp,1
10979,udp,1
60616,tcp,1
61799,icmp,1
38935,tcp,1
22696,icmp,1
18507,tcp,1
65257,tcp,1
5095,icmp,1
58761,udp,1
49734,icmp,1
2267,tcp,1
12401,tcp,1
48,udp,8
51995,udp,1
36927,tcp,1
54608,tcp,1
56925,udp,1
52801,tcp,1
63454,icmp,1
23969,tcp,1
21328,tcp,1
39508,icmp,1
16587,tcp,1
64047,tcp,1
43950,udp,1
53798,udp,1
58362,udp,1
1015,udp,8
3033,icmp,1
63344,udp,1
10750,tcp,1
25247,udp,1
39637,tcp,1
46855,tcp,1
45485,udp,1
55375,udp,1
32410,icmp,1
56744,tcp,1
43145,tcp,1
26983,udp,1
713,tcp,9
32327,udp,1
2896,tcp,1
58249,udp,1
43534,icmp,1
61092,udp,1
27905,tcp,1
30081,udp,1
13077,icmp,1
16062,udp,1
13623,tcp,1
34962,icmp,1
19565,icmp,1
46737,icmp,1
11654,udp,1
45142,udp,1
46859,icmp,1
60225,tcp,1
462,tcp,8
18483,icmp,1
31843,udp,1
51028,udp,1
1094,tcp,1
40138,tcp,1
51417,tcp,1
57749,icmp,1
144,icmp,7
8227,icmp,1
41113,udp,1
26843,udp,1
42054,icmp,1
39056,icmp,1
29180,icmp,1
59583,tcp,1
35187,tcp,1
30367,icmp,1
33936,udp,1
13531,icmp,1
44931,udp,1
7830,udp,1
57365,icmp,2
6618,udp,1
17422,udp,1
49132,udp,1
5366,icmp,1
4258,tcp,1
10426,icmp,1
22678,icmp,1
443,udp,9
41334,tcp,1
7687,tcp,1
807,tcp,8
31600,icmp,1
10402,icmp,1
57188,icmp,1
58096,udp,1
1129,icmp,1
25729,udp,1
63370,udp,1
128,icmp,4
60141,tcp,1
1187,tcp,1
64394,udp,1
29899,udp,1
15819,tcp,1
528,udp,4
53330,icmp,1
21244,icmp,1
12463,tcp,1
2631,udp,1
40692,udp,2
4814,icmp,1
37001,icmp,2
46734,icmp,2
36840,icmp,1
6054,udp,1
63138,icmp,1
39546,icmp,2
53457,udp,1
24395,tcp,1
64,udp,6
4607,tcp,1
4829,tcp,1
25611,icmp,1
28321,icmp,1
17754,udp,1
47395,icmp,1
42944,udp,1
10915,tcp,1
59918,tcp,1
37202,udp,1
38066,icmp,1
33657,tcp,1
43054,udp,1
21380,icmp,1
44945,udp,1
18090,icmp,1
34920,udp,1
61585,icmp,1
25004,udp,1
14868,tcp,1
58404,icmp,1
34225,udp,1
39552,tcp,1
28286,tcp,2
28962,tcp,1
30916,icmp,1
8137,udp,1
41856,tcp,1
41708,icmp,1
28306,tcp,1
32761,tcp,1
25902,icmp,1
5141,icmp,1
50284,icmp,2
39073,icmp,1
29185,tcp,1
60744,tcp,1
59307,icmp,2
12650,udp,1
45647,udp,1
59723,tcp,1
18288,udp,1
48417,icmp,1
52999,tcp,1
56439,tcp,1
35089,udp,1
58178,icmp,1
35541,udp,1
17068,udp,1
60708,icmp,1
26736,udp,2
41774,udp,1
19949,icmp,2
53735,icmp,1
287,icmp,9
30,icmp,12
42746,tcp,1
22308,udp,1
62264,icmp,1
3803,icmp,1
30731,icmp,1
31792,udp,1
42630,tcp,1
3136,icmp,1
2456,icmp,1
40397,tcp,2
21952,icmp,1
12363,udp,1
2581,udp,1
56094,tcp,1
36093,icmp,1
31553,udp,1
7493,tcp,1
56,tcp,7
49211,tcp,1
10203,icmp,1
57,tcp,9
60824,icmp,1
31685,tcp,1
58,tcp,9
62696,tcp,1
13701,tcp,1
44141,icmp,1
13012,tcp,1
28963,tcp,1
61578,icmp,2
2223,tcp,1
25711,tcp,1
12846,udp,1
18581,tcp,1
47500,icmp,1
36512,icmp,1
57899,tcp,1
54713,udp,1
62406,icmp,1
733,icmp,7
13956,udp,1
29952,udp,2
23123,udp,1
8670,icmp,1
570,tcp,7
61122,icmp,1
52626,tcp,1
26469,udp,1
37669,icmp,1
30684,udp,1
29826,udp,1
37772,icmp,1
38979,tcp,1
4953,udp,1
10477,icmp,1
31787,icmp,1
9443,udp,1
5337,tcp,2
6921,udp,1
33327,udp,1
27769,tcp,1
140,icmp,8
54926,icmp,1
50062,tcp,1
10036,udp,1
17420,udp,1
3443,tcp,1
64077,tcp,1
53478,tcp,1
55802,tcp,1
41579,tcp,1
5173,icmp,1
39709,tcp,1
28231,tcp,1
15919,tcp,1
17209,icmp,1
4657,icmp,1
30063,tcp,1
23455,icmp,1
1908,icmp,1
32567,tcp,1
200,udp,5
29440,tcp,1
17942,icmp,1
10208,icmp,1
64238,tcp,1
39698,udp,1
56601,udp,1
5316,udp,1
45307,udp,1
33035,tcp,1
51537,udp,1
39006,tcp,2
3475,udp,1
57339,icmp,1
951,icmp,5
51323,tcp,1
10613,icmp,1
62233,icmp,1
6788,tcp,1
48349,tcp,1
41329,tcp,1
21381,tcp,3
53597,udp,1
24570,icmp,1
38072,icmp,1
33700,udp,1
15335,udp,1
45258,icmp,1
55150,udp,2
64596,icmp,1
52054,tcp,1
41432,icmp,1
21832,tcp,1
25843,udp,1
49721,tcp,1
38684,tcp,1
59176,icmp,1
20311,udp,1
26268,icmp,1
48046,udp,1
13806,udp,2
40902,udp,1
1517,icmp,1
53433,icmp,1
16984,udp,1
53970,tcp,2
18641,tcp,1
53825,tcp,1
51732,tcp,1
53324,udp,1
63638,tcp,1
534,udp,10
64953,icmp,1
20112,tcp,1
50702,udp,2
43072,udp,1
22878,icmp,1
20135,tcp,1
3390,icmp,1
20007,icmp,1
23815,icmp,1
8091,udp,1
18694,icmp,1
7588,icmp,1
55824,udp,1
51177,tcp,1
63846,tcp,1
35055,icmp,1
22099,udp,1
28247,icmp,1
16492,tcp,1
1252,icmp,1
3617,icmp,1
9431,icmp,1
16579,udp,1
15213,tcp,1
5922,tcp,1
52563,icmp,1
4846,tcp,2
50578,udp,1
55303,tcp,1
28398,tcp,1
52597,tcp,1
53844,tcp,1
1042,udp,1
52689,udp,1
56652,icmp,1
65319,tcp,1
48052,icmp,1
36878,tcp,1
21009,udp,1
3382,udp,1
57428,tcp,1
4527,icmp,1
39422,udp,1
11438,tcp,1
53304,udp,1
42057,tcp,1
48067,udp,1
11259,icmp,1
28432,udp,1
4384,tcp,1
58026,icmp,1
26129,icmp,1
49074,udp,1
12700,udp,1
60525,tcp,1
252,tcp,6
12348,icmp,2
63964,tcp,1
15224,udp,1
10226,udp,2
9230,udp,1
54980,icmp,1
490,icmp,8
47965,tcp,1
29623,tcp,1
7548,udp,1
58488,udp,1
36555,icmp,1
63682,udp,1
3841,udp,1
65366,tcp,1
35102,icmp,1
51566,tcp,1
19045,udp,1
49663,udp,1
8780,tcp,1
2665,icmp,1
64245,tcp,1
48460,tcp,1
16178,udp,1
35510,udp,1
43350,tcp,1
50318,udp,1
61045,icmp,1
2303,tcp,1
45484,icmp,1
29750,icmp,1
6480,udp,1
7448,udp,1
33815,tcp,1
11929,icmp,1
9747,icmp,1
64877,tcp,2
26383,udp,1
59269,udp,1
34054,udp,2
39209,icmp,1
64263,icmp,1
36386,tcp,1
24252,udp,1
65329,udp,1
37525,udp,1
43114,icmp,1
2386,tcp,1
50023,icmp,1
34316,tcp,1
29908,icmp,1
47980,udp,1
35976,tcp,1
11150,udp,1
12588,udp,1
11804,icmp,2
51041,tcp,1
17979,icmp,1
5902,udp,1
18343,udp,1
50333,udp,1
53419,tcp,1
22932,udp,1
7199,tcp,1
6290,udp,1
53635,tcp,1
3394,udp,1
34130,tcp,1
57590,udp,1
17456,tcp,1
36464,icmp,1
34452,udp,1
47576,icmp,1
18957,tcp,1
52695,icmp,2
48001,udp,1
10044,tcp,1
16843,udp,1
57870,tcp,1
6599,tcp,1
12918,icmp,1
41279,tcp,1
46408,icmp,1
21340,icmp,1
61744,udp,1
58374,tcp,1
1623,udp,2
63106,tcp,1
50346,udp,1
20664,tcp,1
22985,icmp,1
38938,tcp,1
22,tcp,4
16963,tcp,1
31738,tcp,1
13466,udp,1
57938,udp,1
58,udp,5
23249,udp,1
119,icmp,6
34522,tcp,1
17782,udp,1
64518,udp,1
995,icmp,3
14662,icmp,1
4767,tcp,1
34729,icmp,1
7023,icmp,1
53381,tcp,1
46216,udp,1
29007,tcp,1
9829,udp,1
10914,icmp,1
48748,tcp,1
58568,tcp,1
26850,udp,1
23153,icmp,1
50646,icmp,1
59505,tcp,1
11441,udp,2
47698,tcp,2
42108,icmp,1
60796,icmp,1
50911,tcp,2
23552,icmp,1
59847,udp,1
840,tcp,4
47838,icmp,1
51358,udp,1
60190,tcp,1
24717,udp,1
50833,udp,1
6285,udp,1
49992,tcp,2
258,tcp,8
50222,icmp,1
16802,icmp,1
5108,udp,1
36561,udp,1
15820,udp,1
15532,udp,1
14412,udp,1
187,icmp,4
29065,tcp,1
47816,icmp,1
41768,udp,1
39773,icmp,1
36445,udp,1
6415,tcp,2
35019,tcp,1
7921,tcp,1
3112,udp,1
42299,tcp,2
61827,icmp,1
56582,icmp,1
28106,udp,1
57970,udp,1
41906,icmp,1
40675,tcp,2
36582,tcp,1
46699,udp,2
27977,icmp,1
28719,udp,1
28900,icmp,1
25311,icmp,2
27987,udp,1
32198,tcp,1
36141,udp,2
179,tcp,8
40554,tcp,1
45196,icmp,1
13435,icmp,1
44410,tcp,1
55484,icmp,1
55893,icmp,2
15826,udp,1
45419,tcp,1
13188,icmp,1
60235,icmp,1
34118,tcp,2
36315,tcp,1
53059,icmp,1
33441,icmp,1
37500,tcp,1
56816,icmp,1
18707,tcp,1
37554,icmp,1
25839,icmp,2
64694,icmp,1
5608,udp,1
53117,icmp,1
38943,tcp,1
37468,icmp,1
24309,udp,1
38410,udp,1
25861,udp,1
2137,udp,1
36802,tcp,1
44474,icmp,1
18603,tcp,1
43037,icmp,1
22923,tcp,2
10942,tcp,1
574,icmp,8
13229,icmp,1
61305,udp,1
7364,icmp,1
31861,tcp,1
49760,tcp,1
1905,icmp,1
51511,icmp,1
7764,tcp,1
40913,icmp,1
18095,tcp,1
42370,tcp,1
58519,icmp,1
65508,icmp,1
61216,icmp,1
24369,icmp,1
24220,tcp,1
8145,icmp,1
34846,icmp,1
33237,udp,1
12427,icmp,1
37462,udp,1
5797,icmp,1
2901,icmp,1
62974,udp,1
22946,tcp,1
18783,udp,1
39855,tcp,1
34836,icmp,1
23828,udp,1
27983,udp,1
7991,udp,1
61623,udp,1
5948,icmp,1
25126,icmp,2
59080,udp,1
33372,udp,1
23885,udp,1
1309,icmp,1
64874,udp,1
56148,icmp,1
6066,udp,1
49378,icmp,1
54660,udp,1
64698,tcp,1
9296,tcp,2
726,udp,6
46533,tcp,1
49454,tcp,1
39513,tcp,1
35364,icmp,2
44902,icmp,1
28483,icmp,1
38904,tcp,1
717,tcp,9
49881,icmp,2
15633,tcp,1
751,udp,4
25352,tcp,2
55260,udp,1
27819,icmp,1
30301,udp,1
16464,icmp,1
47482,udp,1
6107,udp,1
26891,udp,1
13639,tcp,1
31900,udp,1
20476,udp,1
24484,tcp,1
33472,udp,1
42288,icmp,2
53372,udp,1
34567,udp,1
3782,icmp,1
40644,udp,1
65085,icmp,1
34286,icmp,1
23494,udp,1
9824,udp,1
36654,tcp,1
10352,udp,2
63603,icmp,1
5003,udp,1
13583,tcp,2
42516,tcp,2
14300,udp,1
16189,tcp,1
6246,icmp,1
42363,udp,3
19326,icmp,1
24066,icmp,1
9809,udp,1
31416,tcp,1
39785,icmp,1
231,icmp,5
7071,udp,2
40064,icmp,1
36344,icmp,1
48851,udp,1
50798,tcp,1
53829,icmp,1
57852,icmp,1
58795,icmp,1
18619,icmp,1
28892,udp,1
31710,udp,1
57891,icmp,1
24051,udp,1
3564,icmp,1
616,tcp,3
19540,udp,1
61801,udp,1
24001,udp,1
54162,icmp,1
57276,udp,1
47082,udp,1
57752,tcp,1
160,tcp,6
298,icmp,3
25619,icmp,1
25822,tcp,1
54568,udp,1
4871,tcp,1
61460,tcp,1
6834,icmp,1
47096,tcp,1
44379,udp,1
40515,udp,1
15828,tcp,1
64752,icmp,1
49491,icmp,1
26898,tcp,1
7205,icmp,1
34699,icmp,1
29457,tcp,1
56961,udp,1
7884,icmp,1
17831,tcp,1
13832,udp,1
43908,icmp,1
16354,udp,1
47047,udp,1
45541,icmp,1
51565,icmp,3
46729,udp,1
5728,tcp,1
54039,icmp,1
35329,udp,1
357,tcp,5
59266,icmp,1
33112,udp,1
15887,udp,2
39629,tcp,1
6495,udp,1
23643,udp,1
40621,tcp,1
40975,icmp,1
53942,udp,1
8094,icmp,1
691,icmp,4
36046,icmp,1
63873,icmp,1
42986,tcp,1
33127,udp,1
20933,udp,1
607,udp,7
3110,icmp,1
30947,udp,1
64809,icmp,2
57687,icmp,1
8791,udp,1
42105,icmp,1
57472,udp,1
25799,icmp,1
10698,tcp,1
51327,tcp,1
41054,icmp,1
7224,tcp,1
5174,icmp,1
64085,udp,1
45932,tcp,1
30884,icmp,2
116,icmp,6
51991,udp,1
21694,icmp,1
14735,icmp,1
55433,icmp,1
9797,icmp,1
50951,udp,1
21680,udp,1
29351,tcp,1
11734,udp,1
35682,icmp,1
16266,tcp,1
28749,tcp,1
8211,udp,1
57968,tcp,1
2947,udp,1
55228,icmp,1
5234,icmp,1
12733,tcp,1
62368,tcp,1
4996,icmp,1
23756,icmp,1
454,udp,6
12971,tcp,1
978,icmp,5
51539,icmp,1
5487,icmp,1
48920,tcp,1
14360,icmp,1
11043,udp,1
45180,udp,1
36903,tcp,1
3579,tcp,1
35851,tcp,1
59104,udp,1
63583,icmp,1
53624,udp,1
16389,udp,1
24535,icmp,1
51845,udp,1
57091,tcp,3
26263,udp,1
61125,icmp,1
33758,udp,1
26964,udp,1
47235,icmp,1
35730,tcp,1
26121,udp,1
56531,udp,1
26872,icmp,1
49733,tcp,1
35053,tcp,1
20842,udp,1
18984,tcp,2
60763,icmp,1
5510,icmp,1
64973,icmp,1
25816,icmp,2
44940,udp,1
21334,udp,1
61087,udp,1
12487,tcp,1
38260,tcp,1
395,udp,3
55714,tcp,1
11140,tcp,1
65473,udp,1
27748,icmp,1
37547,tcp,1
51723,icmp,1
51262,tcp,1
37083,icmp,1
51311,icmp,1
24765,udp,1
29256,tcp,1
35353,udp,1
49835,icmp,1
53558,udp,1
50576,tcp,1
25867,tcp,3
46936,udp,2
37451,tcp,2
26989,udp,1
8775,udp,1
21165,icmp,1
54694,tcp,1
45213,icmp,1
42388,tcp,1
40407,tcp,1
28115,icmp,1
35795,udp,1
48672,udp,1
46234,tcp,1
57430,udp,1
27342,icmp,1
82,icmp,4
51209,icmp,1
23606,udp,1
24949,udp,1
55419,icmp,1
4084,icmp,1
30856,udp,1
61126,icmp,1
43393,icmp,1
31850,tcp,1
8029,tcp,1
20019,tcp,1
30525,tcp,1
35835,udp,1
33047,udp,1
31648,icmp,1
59594,tcp,1
21201,udp,1
55573,icmp,1
21588,icmp,1
13468,udp,1
10827,tcp,1
1976,icmp,1
30590,tcp,1
22677,udp,1
761,udp,4
64900,udp,1
61860,icmp,1
55874,icmp,1
40360,tcp,1
33942,tcp,1
55347,icmp,1
59794,udp,1
35713,tcp,1
33201,icmp,1
17439,tcp,1
50413,icmp,1
25369,udp,1
875,tcp,7
14652,tcp,1
64606,tcp,1
29146,udp,1
18873,icmp,1
6901,udp,1
14468,udp,1
58741,udp,2
34454,tcp,1
25256,icmp,1
64424,icmp,1
56106,icmp,1
29647,icmp,1
57773,tcp,1
24049,icmp,1
25091,udp,1
21579,icmp,1
25410,icmp,1
46069,tcp,1
46733,tcp,1
47497,tcp,1
35896,udp,1
37397,icmp,1
26372,icmp,1
61823,tcp,1
38529,udp,3
14283,udp,1
13396,tcp,2
32730,udp,1
31538,icmp,1
24680,tcp,1
30363,icmp,1
18389,udp,2
31292,icmp,1
62597,tcp,1
39888,icmp,1
49394,udp,1
29837,tcp,1
621,icmp,1
38456,tcp,1
16129,udp,1
26603,icmp,1
36804,tcp,1
31212,icmp,1
41793,udp,1
42219,tcp,2
36079,udp,1
12638,tcp,1
46795,icmp,1
51937,udp,1
60973,udp,2
13057,icmp,1
44280,udp,1
23909,icmp,1
14829,tcp,1
42261,udp,1
62841,icmp,1
54257,udp,1
1648,tcp,1
12648,udp,1
45737,icmp,1
59828,tcp,1
29469,udp,1
26867,icmp,1
26211,udp,1
44087,udp,1
41118,icmp,1
37166,udp,1
44751,tcp,1
36992,icmp,1
16000,icmp,1
50300,icmp,1
5587,tcp,1
28192,tcp,1
34817,udp,1
16583,udp,1
41173,tcp,1
47325,icmp,1
632,icmp,8
403,icmp,4
38601,tcp,2
7805,udp,1
36570,tcp,1
53390,tcp,1
51792,icmp,1
28742,udp,1
45910,tcp,1
64225,tcp,1
36408,udp,1
55804,tcp,1
21666,udp,1
2019,icmp,1
43778,udp,2
61863,tcp,1
61557,icmp,1
26103,icmp,1
38193,tcp,1
22787,udp,1
21014,udp,1
25630,tcp,1
52194,tcp,1
14715,udp,1
14203,tcp,1
43257,tcp,1
27423,udp,1
58647,udp,1
55191,tcp,1
52263,udp,1
37270,icmp,1
39647,udp,1
63210,tcp,1
34527,icmp,1
6969,icmp,1
60964,udp,1
50297,udp,1
53296,icmp,1
19053,udp,1
50062,udp,1
27892,udp,1
15801,tcp,1
31060,udp,1
34494,tcp,1
32467,udp,1
55812,tcp,1
20609,udp,2
18650,udp,1
54378,icmp,1
58137,udp,1
48383,udp,1
44115,icmp,1
536,udp,5
60780,udp,1
4148,icmp,1
18039,tcp,1
35722,tcp,1
35761,tcp,1
21236,tcp,1
14733,udp,2
30617,udp,1
4754,icmp,1
30719,tcp,1
30430,tcp,1
31873,udp,1
37344,icmp,1
26184,icmp,1
13368,tcp,1
1554,tcp,1
56592,tcp,1
26241,udp,1
7623,tcp,1
32053,udp,1
26716,icmp,1
29947,icmp,2
240,udp,7
26347,udp,1
61038,icmp,1
27299,icmp,1
10418,tcp,1
20603,udp,1
29455,tcp,1
17214,tcp,1
6482,tcp,1
34322,udp,1
51777,icmp,1
16293,udp,1
50127,udp,1
16721,tcp,1
45442,icmp,1
28721,icmp,1
33917,udp,1
36709,tcp,1
27281,tcp,1
12344,icmp,1
26078,icmp,1
34137,udp,1
48060,tcp,1
2043,udp,1
61963,udp,1
3982,udp,1
7065,udp,1
31029,tcp,1
56051,udp,2
65283,udp,1
30863,icmp,1
40434,icmp,1
45416,icmp,1
18056,tcp,2
39710,tcp,1
55632,icmp,1
14298,tcp,1
17638,tcp,1
2427,icmp,1
55430,icmp,1
41392,tcp,1
8324,udp,1
53728,udp,1
6700,tcp,1
62642,icmp,1
57443,icmp,1
35862,tcp,1
56746,icmp,1
17482,udp,1
25336,udp,1
35548,icmp,1
38712,udp,1
25685,icmp,1
9250,udp,1
61828,icmp,1
22325,icmp,1
35838,tcp,1
54472,tcp,1
36724,icmp,1
51035,udp,1
55212,udp,2
28426,tcp,1
23722,tcp,1
63617,tcp,1
1660,tcp,1
63858,tcp,1
54559,udp,1
36361,udp,1
24664,tcp,1
26696,udp,1
41896,udp,1
27025,icmp,1
16733,tcp,1
61169,tcp,1
58163,tcp,1
54354,tcp,1
43661,udp,1
49461,icmp,2
32832,udp,2
39206,tcp,1
21452,udp,1
19439,icmp,1
4919,udp,1
39721,udp,1
46813,tcp,1
22251,udp,1
61325,tcp,1
1611,icmp,1
41411,udp,1
60307,udp,1
30917,udp,1
50745,icmp,1
32644,tcp,1
28395,udp,1
51764,udp,1
24383,tcp,2
15437,udp,1
37871,tcp,1
53723,udp,1
1165,udp,1
64549,icmp,1
25288,icmp,1
8019,udp,2
15503,udp,1
38526,udp,1
21476,tcp,1
12145,icmp,1
37536,icmp,1
59701,tcp,1
46866,tcp,1
16176,icmp,1
743,icmp,5
61176,udp,1
36847,udp,1
41236,udp,1
39917,tcp,1
3281,udp,1
61935,udp,1
37178,udp,1
65193,udp,1
52726,udp,1
23181,tcp,1
43950,tcp,1
53995,icmp,1
26183,tcp,1
47631,udp,1
52914,icmp,1
59381,icmp,1
59137,udp,1
42401,icmp,1
31481,icmp,1
22112,udp,1
46029,udp,1
63359,tcp,1
35124,icmp,1
302,tcp,3
23981,icmp,1
17812,udp,1
27528,udp,1
45617,icmp,1
14513,udp,1
52581,tcp,1
46133,udp,1
54047,tcp,2
5394,udp,1
3999,udp,1
27380,udp,1
38448,tcp,1
7056,icmp,1
38255,icmp,2
15073,udp,1
14832,udp,2
15179,udp,1
30676,udp,1
58784,tcp,1
50694,udp,1
61510,udp,1
33102,udp,1
183,tcp,3
43360,tcp,1
38908,tcp,1
17325,tcp,1
4559,icmp,1
57198,icmp,1
52966,udp,1
12105,udp,1
25411,icmp,1
21595,udp,1
1785,tcp,1
23321,udp,1
33726,udp,1
28189,udp,1
40845,udp,1
43231,udp,1
47493,icmp,1
36882,tcp,1
10227,tcp,1
55681,icmp,2
58214,icmp,1
11497,udp,1
19026,udp,1
41598,udp,1
2513,tcp,1
62605,tcp,1
36071,tcp,1
65251,icmp,2
46106,tcp,1
28097,icmp,1
56918,icmp,1
61012,udp,1
42886,icmp,1
529,icmp,5
18100,tcp,2
45533,tcp,1
55052,icmp,1
64519,icmp,1
39749,tcp,1
60621,udp,1
375,icmp,7
39122,icmp,1
34958,icmp,1
61737,icmp,1
52470,udp,1
10835,tcp,1
41578,tcp,1
3067,icmp,1
28225,tcp,1
1623,icmp,1
52494,icmp,2
39145,tcp,1
33075,icmp,1
50144,tcp,1
34293,icmp,1
3009,tcp,1
29686,udp,1
55060,icmp,1
20714,udp,1
20998,udp,1
28838,tcp,1
33071,udp,1
12756,tcp,1
58290,tcp,1
45932,icmp,1
38923,udp,1
48562,udp,1
32495,udp,1
64099,tcp,1
7072,icmp,1
53343,icmp,1
55446,icmp,1
51979,tcp,1
9445,tcp,1
28882,tcp,1
2074,icmp,1
51749,icmp,1
55431,udp,1
13433,tcp,1
25790,tcp,1
6016,udp,1
41756,tcp,1
42432,udp,1
12179,tcp,1
33994,icmp,2
49322,icmp,1
22066,tcp,1
27209,udp,1
56688,udp,2
3397,tcp,1
3663,tcp,1
28821,udp,1
38484,tcp,1
32459,icmp,2
64817,tcp,1
27066,udp,1
46363,tcp,1
54960,icmp,1
11144,icmp,1
51023,udp,1
43324,udp,1
30647,udp,1
30391,icmp,1
39526,tcp,1
16304,icmp,1
55320,icmp,1
35853,udp,1
19585,icmp,1
3497,tcp,1
34204,udp,1
48386,tcp,1
42557,icmp,1
24716,udp,1
35583,tcp,1
38448,icmp,1
1781,udp,1
34182,icmp,1
61099,udp,1
56786,tcp,1
2977,udp,1
56650,tcp,1
18684,udp,1
3924,tcp,1
848,tcp,6
64584,udp,2
32422,icmp,1
3816,icmp,1
17982,udp,1
48133,udp,1
10050,icmp,1
24093,udp,1
47375,udp,1
29096,udp,1
53522,udp,1
26419,udp,1
15522,tcp,1
62901,icmp,1
39483,udp,1
10424,icmp,1
34568,icmp,1
26757,tcp,1
51797,tcp,1
12727,icmp,1
54662,tcp,1
21233,icmp,1
45867,udp,1
54355,icmp,1
9254,icmp,1
21152,icmp,1
4441,udp,1
6421,udp,1
64344,icmp,1
2245,icmp,1
34849,icmp,1
22966,icmp,1
50352,icmp,1
50288,icmp,1
57225,tcp,1
46107,icmp,1
24508,icmp,1
62972,udp,1
9607,tcp,1
19205,icmp,1
32198,udp,1
3877,tcp,1
1931,udp,1
36418,udp,1
1013,icmp,5
46018,udp,1
382,tcp,5
34854,icmp,1
20669,icmp,1
15150,tcp,1
19598,udp,1
52696,udp,1
26962,tcp,1
23520,icmp,1
10875,icmp,1
25771,udp,3
31505,udp,1
15797,tcp,1
792,tcp,2
43027,tcp,1
49521,tcp,1
58523,icmp,2
4930,icmp,1
61471,tcp,1
62065,tcp,1
52252,tcp,1
46242,tcp,1
36804,udp,1
30265,udp,1
21384,udp,1
13431,udp,1
45470,udp,1
29148,tcp,1
5344,icmp,1
29242,tcp,1
56775,tcp,1
62446,tcp,1
52080,tcp,1
41869,icmp,1
9710,tcp,1
20079,icmp,1
51996,tcp,1
52325,tcp,1
7415,udp,2
15780,icmp,1
28609,tcp,1
35159,icmp,1
12606,tcp,1
59504,icmp,1
63027,udp,1
24483,tcp,1
50748,udp,1
36681,tcp,1
51774,udp,1
63464,udp,1
5683,udp,1
51726,tcp,1
30698,tcp,1
39940,icmp,1
22956,icmp,1
33370,icmp,1
8675,icmp,1
44711,icmp,2
46151,udp,1
60842,icmp,1
118,udp,3
52838,udp,1
27772,udp,1
16890,icmp,2
49759,udp,1
30159,icmp,2
64483,udp,1
3549,tcp,1
12939,udp,1
9453,udp,1
56291,udp,1
7658,udp,1
2460,udp,1
47713,tcp,1
43563,icmp,1
39686,udp,1
59641,udp,1
50506,icmp,1
61637,icmp,1
21076,udp,1
24344,udp,2
58512,udp,1
25917,icmp,1
35720,tcp,1
46089,tcp,1
47295,udp,1
22809,tcp,1
65172,tcp,1
10585,udp,1
49596,icmp,1
14981,tcp,1
8445,tcp,1
18438,tcp,1
26727,udp,1
13331,icmp,1
5324,tcp,1
58827,tcp,1
46971,tcp,1
64927,icmp,1
14210,tcp,1
8064,tcp,1
19011,udp,1
52626,udp,1
8210,icmp,1
19023,tcp,1
23164,udp,1
56521,udp,1
57876,icmp,1
54115,tcp,1
20842,icmp,1
63815,tcp,1
44320,icmp,1
58339,icmp,1
65271,tcp,1
45789,icmp,1
13356,icmp,1
49723,icmp,1
48610,icmp,1
26278,tcp,1
28983,icmp,1
8087,udp,1
65279,icmp,1
43306,tcp,1
11457,tcp,1
9711,icmp,1
10069,icmp,1
14854,tcp,1
22574,icmp,1
20814,tcp,1
38809,udp,1
56665,tcp,1
23994,udp,1
37402,icmp,1
36110,udp,1
49515,udp,1
49275,icmp,1
25448,udp,1
63943,tcp,1
52874,tcp,1
41941,tcp,1
33760,udp,1
55859,icmp,1
43572,tcp,1
33357,udp,1
61047,tcp,1
20896,tcp,1
50596,tcp,1
1735,tcp,1
20281,udp,1
42389,tcp,1
33150,udp,1
8292,tcp,1
62208,tcp,1
45672,tcp,1
45082,tcp,1
54391,udp,1
44109,icmp,1
14423,udp,1
1304,tcp,1
52770,udp,1
31655,tcp,1
61928,tcp,1
41829,tcp,1
25994,icmp,1
28625,tcp,1
4656,tcp,1
57249,tcp,1
46890,tcp,1
47671,icmp,1
41649,tcp,1
55316,tcp,1
60993,tcp,1
56414,icmp,1
39900,udp,1
49010,tcp,1
21721,icmp,1
25092,tcp,1
